Percentage served,Time in ms
0,418.271
1,958.314
2,1100.532
3,1731.361
4,1854.370
5,1895.728
6,1918.171
7,1938.569
8,1953.154
9,1962.715
10,1973.403
11,1982.220
12,1992.596
13,2001.743
14,2010.889
15,2019.562
16,2028.722
17,2038.038
18,2049.472
19,2058.331
20,2065.498
21,2071.935
22,2078.059
23,2083.949
24,2089.244
25,2093.009
26,2097.965
27,2102.678
28,2107.824
29,2112.494
30,2116.790
31,2120.781
32,2124.552
33,2129.133
34,2132.848
35,2136.783
36,2140.585
37,2144.140
38,2147.460
39,2150.545
40,2154.368
41,2157.594
42,2160.908
43,2165.043
44,2168.531
45,2171.978
46,2174.936
47,2177.871
48,2180.857
49,2183.885
50,2186.516
51,2189.069
52,2191.927
53,2194.153
54,2196.179
55,2198.081
56,2199.921
57,2202.434
58,2204.434
59,2206.260
60,2208.560
61,2210.868
62,2213.450
63,2215.546
64,2217.722
65,2220.271
66,2222.326
67,2225.299
68,2227.492
69,2229.528
70,2231.974
71,2234.796
72,2237.435
73,2240.205
74,2243.257
75,2245.790
76,2249.371
77,2253.253
78,2257.665
79,2262.750
80,2267.706
81,2273.450
82,2281.769
83,2296.724
84,2409.461
85,2545.680
86,2625.840
87,2863.737
88,2966.003
89,3127.727
90,3211.237
91,3339.713
92,3538.529
93,3683.661
94,3842.237
95,3997.470
96,4232.281
97,4580.206
98,4816.558
99,5425.006
