Percentage served,Time in ms
0,14.261
1,14.546
2,14.614
3,14.689
4,14.756
5,14.908
6,15.332
7,15.810
8,16.195
9,16.602
10,16.964
11,17.357
12,17.928
13,18.448
14,18.970
15,19.504
16,20.135
17,20.883
18,21.623
19,22.521
20,23.583
21,24.679
22,26.363
23,28.307
24,30.933
25,34.788
26,39.738
27,46.488
28,57.407
29,75.206
30,105.685
31,141.103
32,181.976
33,234.109
34,262.029
35,325.419
36,439.998
37,530.490
38,621.480
39,705.625
40,782.641
41,847.990
42,946.450
43,1011.505
44,1012.289
45,1013.245
46,1013.864
47,1014.518
48,1015.080
49,1015.784
50,1016.649
51,1017.727
52,1019.057
53,1020.952
54,1024.242
55,1029.689
56,1046.307
57,1097.069
58,1202.687
59,1361.894
60,1549.714
61,2024.697
62,3015.737
63,3016.854
64,3017.746
65,3018.544
66,3019.403
67,3020.449
68,3022.067
69,3024.533
70,3029.133
71,3042.158
72,3169.526
73,7020.112
74,7024.100
75,7026.148
76,7028.122
77,7030.443
78,7034.212
79,7046.113
80,7120.959
81,7802.352
82,15037.720
83,15041.804
84,15046.156
85,15051.382
86,15066.269
87,15503.178
88,15929.969
89,31056.309
90,31073.036
91,31083.423
92,31100.645
93,31490.584
94,63129.740
95,63169.151
96,127165.222
97,127217.025
98,127253.933
99,127281.183
