Percentage served,Time in ms
0,141.638
1,776.112
2,1244.468
3,1731.598
4,1790.784
5,1818.960
6,1839.271
7,1851.160
8,1862.024
9,1872.591
10,1884.932
11,1897.591
12,1909.386
13,1920.061
14,1930.453
15,1938.284
16,1945.122
17,1951.382
18,1957.102
19,1961.463
20,1967.162
21,1972.472
22,1978.444
23,1985.528
24,1993.797
25,2001.286
26,2008.682
27,2018.339
28,2028.196
29,2037.013
30,2046.688
31,2057.246
32,2066.448
33,2077.031
34,2088.795
35,2098.287
36,2110.262
37,2120.683
38,2130.605
39,2139.405
40,2147.688
41,2154.007
42,2163.080
43,2170.624
44,2176.992
45,2184.653
46,2195.422
47,2206.692
48,2218.762
49,2235.266
50,2256.642
51,2286.685
52,2352.575
53,2394.226
54,2421.450
55,2442.277
56,2458.304
57,2472.547
58,2484.203
59,2494.706
60,2505.887
61,2517.243
62,2526.647
63,2537.247
64,2546.773
65,2557.738
66,2573.856
67,2588.058
68,2602.644
69,2615.745
70,2625.524
71,2635.885
72,2642.692
73,2650.125
74,2657.025
75,2664.357
76,2672.105
77,2678.823
78,2684.311
79,2691.197
80,2696.734
81,2702.245
82,2709.192
83,2715.195
84,2721.561
85,2728.539
86,2735.290
87,2741.195
88,2748.533
89,2755.427
90,2763.588
91,2771.807
92,2779.619
93,2791.110
94,2802.707
95,2814.583
96,2826.408
97,2839.040
98,2860.072
99,2891.759
