Percentage served,Time in ms
0,980.547
1,1673.780
2,1789.331
3,1859.236
4,1902.286
5,1931.568
6,1956.078
7,1972.559
8,1985.601
9,1995.727
10,2004.125
11,2009.591
12,2015.964
13,2022.477
14,2028.615
15,2035.753
16,2042.753
17,2048.107
18,2052.877
19,2057.631
20,2062.384
21,2066.950
22,2071.991
23,2076.330
24,2079.955
25,2083.567
26,2087.656
27,2091.387
28,2095.764
29,2098.827
30,2102.377
31,2106.231
32,2109.768
33,2113.237
34,2116.359
35,2119.980
36,2123.244
37,2126.778
38,2130.158
39,2134.014
40,2137.304
41,2141.064
42,2144.964
43,2148.617
44,2152.870
45,2157.948
46,2161.603
47,2165.808
48,2169.288
49,2173.252
50,2176.916
51,2181.362
52,2185.855
53,2189.854
54,2193.954
55,2198.536
56,2202.829
57,2206.747
58,2210.878
59,2214.720
60,2218.807
61,2222.506
62,2226.837
63,2230.612
64,2235.061
65,2238.665
66,2242.413
67,2246.149
68,2250.513
69,2254.425
70,2257.716
71,2261.688
72,2265.279
73,2269.304
74,2273.348
75,2276.601
76,2280.644
77,2284.963
78,2290.116
79,2295.637
80,2302.092
81,2311.223
82,2346.518
83,2493.857
84,2589.407
85,2666.294
86,2792.741
87,2871.216
88,2956.529
89,3044.582
90,3122.387
91,3208.588
92,3352.168
93,3573.126
94,3798.052
95,4011.797
96,4156.872
97,4441.797
98,4703.081
99,5272.834
