Percentage served,Time in ms
0,14.307
1,14.434
2,14.468
3,14.499
4,14.525
5,14.547
6,14.567
7,14.591
8,14.612
9,14.645
10,14.691
11,14.734
12,14.799
13,14.909
14,15.284
15,15.561
16,15.901
17,16.109
18,16.338
19,16.553
20,16.715
21,16.926
22,17.132
23,17.392
24,17.717
25,17.961
26,18.228
27,18.533
28,18.878
29,19.125
30,19.568
31,19.798
32,20.470
33,21.129
34,21.748
35,22.082
36,22.639
37,23.327
38,24.000
39,24.699
40,25.851
41,26.857
42,28.152
43,29.916
44,31.234
45,33.985
46,37.537
47,40.320
48,44.519
49,51.153
50,65.043
51,78.596
52,92.682
53,110.624
54,121.733
55,133.934
56,141.676
57,147.211
58,155.776
59,159.783
60,169.563
61,173.614
62,179.166
63,187.762
64,199.360
65,205.746
66,214.863
67,218.491
68,221.602
69,224.815
70,228.799
71,236.969
72,251.071
73,343.007
74,387.478
75,1011.078
76,1012.233
77,1013.145
78,1014.102
79,1014.987
80,1015.584
81,1017.322
82,1019.134
83,1024.345
84,3015.732
85,3016.853
86,3017.737
87,3019.079
88,3021.466
89,3026.052
90,3044.044
91,3231.234
92,7023.798
93,7028.364
94,7043.718
95,7158.670
96,15041.508
97,15048.786
98,15088.691
99,31087.381
