Percentage served,Time in ms
0,131.975
1,280.430
2,360.900
3,390.352
4,405.810
5,416.714
6,427.358
7,431.603
8,437.029
9,439.477
10,441.670
11,443.519
12,445.393
13,446.890
14,447.890
15,449.352
16,450.468
17,451.218
18,452.278
19,452.761
20,453.307
21,453.941
22,454.583
23,455.290
24,455.796
25,456.468
26,456.975
27,457.450
28,458.120
29,458.669
30,459.109
31,459.573
32,459.964
33,460.294
34,460.642
35,460.955
36,461.248
37,461.550
38,461.993
39,462.279
40,462.676
41,463.013
42,463.297
43,463.693
44,464.013
45,464.430
46,464.816
47,465.386
48,465.755
49,466.079
50,466.473
51,466.765
52,467.376
53,467.660
54,467.998
55,468.309
56,468.636
57,469.027
58,469.615
59,470.053
60,470.529
61,471.099
62,471.522
63,472.050
64,472.876
65,473.173
66,473.871
67,474.278
68,474.893
69,475.462
70,476.003
71,476.694
72,477.003
73,477.358
74,477.604
75,478.280
76,479.109
77,479.707
78,480.205
79,480.978
80,481.456
81,482.158
82,482.939
83,483.957
84,484.705
85,485.486
86,486.349
87,487.167
88,487.782
89,488.779
90,489.674
91,490.947
92,492.148
93,494.366
94,497.282
95,500.029
96,505.753
97,515.788
98,554.913
99,611.969
