Percentage served,Time in ms
0,14.306
1,14.524
2,14.586
3,14.642
4,14.705
5,14.806
6,15.112
7,15.521
8,16.096
9,16.429
10,16.794
11,17.211
12,17.613
13,18.133
14,18.687
15,19.160
16,19.818
17,20.529
18,21.423
19,22.339
20,23.219
21,24.249
22,25.675
23,27.319
24,28.708
25,30.561
26,32.892
27,35.581
28,39.593
29,45.799
30,50.915
31,58.484
32,67.441
33,76.809
34,90.799
35,107.696
36,167.851
37,234.915
38,289.746
39,343.109
40,370.434
41,408.802
42,451.658
43,479.600
44,516.775
45,538.630
46,565.316
47,587.039
48,606.280
49,621.948
50,650.082
51,689.804
52,797.677
53,889.447
54,1011.143
55,1012.042
56,1012.869
57,1013.644
58,1014.368
59,1014.884
60,1015.638
61,1016.697
62,1018.005
63,1020.085
64,1023.713
65,1029.659
66,1042.068
67,1073.088
68,1117.466
69,1223.437
70,1321.945
71,1481.001
72,1616.737
73,1785.675
74,2047.975
75,3015.756
76,3016.836
77,3018.019
78,3018.852
79,3020.112
80,3021.784
81,3025.396
82,3032.298
83,3165.592
84,7020.068
85,7024.840
86,7027.670
87,7030.315
88,7034.262
89,7041.892
90,7088.845
91,15037.812
92,15044.374
93,15052.202
94,15126.455
95,31066.346
96,31085.848
97,31318.234
98,63123.499
99,63202.797
