Percentage served,Time in ms
0,126.886
1,542.280
2,804.594
3,1437.711
4,1753.102
5,1834.469
6,1873.728
7,1887.884
8,1898.413
9,1907.042
10,1917.914
11,1930.540
12,1949.165
13,1982.253
14,2003.594
15,2018.233
16,2028.998
17,2038.032
18,2047.294
19,2053.870
20,2059.268
21,2064.629
22,2069.966
23,2075.535
24,2079.375
25,2083.469
26,2088.274
27,2092.680
28,2097.525
29,2101.705
30,2107.010
31,2111.733
32,2117.257
33,2122.650
34,2127.404
35,2132.634
36,2137.315
37,2141.300
38,2144.924
39,2148.258
40,2152.024
41,2155.068
42,2158.478
43,2160.946
44,2163.920
45,2166.707
46,2169.674
47,2172.485
48,2175.151
49,2178.368
50,2181.633
51,2184.973
52,2188.264
53,2191.094
54,2194.061
55,2197.048
56,2200.483
57,2203.940
58,2207.183
59,2209.736
60,2213.100
61,2216.024
62,2218.463
63,2222.312
64,2225.832
65,2229.421
66,2232.905
67,2236.799
68,2241.238
69,2245.976
70,2250.751
71,2255.948
72,2259.698
73,2263.681
74,2267.695
75,2272.731
76,2276.914
77,2282.021
78,2287.728
79,2295.149
80,2303.808
81,2317.167
82,2337.840
83,2439.873
84,2553.775
85,2652.231
86,2842.894
87,3005.253
88,3127.742
89,3237.236
90,3392.903
91,3641.380
92,3848.655
93,3967.965
94,4069.000
95,4152.574
96,4373.469
97,4696.571
98,4894.366
99,5303.477
