Percentage served,Time in ms
0,14.228
1,14.602
2,14.683
3,14.778
4,14.959
5,15.378
6,15.904
7,16.419
8,16.872
9,17.296
10,17.849
11,18.348
12,18.932
13,19.448
14,20.106
15,20.879
16,21.720
17,22.664
18,23.698
19,24.775
20,26.137
21,27.681
22,29.258
23,31.010
24,33.275
25,35.911
26,39.205
27,43.358
28,48.323
29,58.094
30,72.495
31,94.273
32,124.220
33,158.237
34,211.589
35,262.776
36,304.676
37,337.082
38,365.350
39,401.515
40,460.307
41,536.217
42,604.054
43,690.706
44,837.277
45,926.577
46,1011.569
47,1012.350
48,1013.296
49,1014.113
50,1014.815
51,1015.424
52,1016.468
53,1017.654
54,1019.129
55,1020.738
56,1022.953
57,1026.323
58,1031.075
59,1039.659
60,1067.586
61,1180.279
62,1394.684
63,1951.835
64,3015.674
65,3016.917
66,3018.010
67,3018.829
68,3019.797
69,3021.312
70,3023.790
71,3027.771
72,3034.780
73,3082.191
74,3384.474
75,7020.988
76,7024.518
77,7027.146
78,7029.756
79,7033.370
80,7042.089
81,7091.447
82,7386.252
83,15037.585
84,15042.028
85,15047.524
86,15055.869
87,15195.261
88,15826.803
89,31065.798
90,31077.693
91,31095.658
92,31275.359
93,63124.881
94,63157.920
95,63471.605
96,127207.001
97,127237.101
98,127266.444
99,127287.490
