Percentage served,Time in ms
0,620.123
1,1601.174
2,1756.722
3,1808.309
4,1852.944
5,1880.492
6,1911.443
7,1933.122
8,1949.332
9,1961.241
10,1970.472
11,1978.729
12,1984.621
13,1990.796
14,1995.587
15,1999.536
16,2004.798
17,2009.819
18,2015.290
19,2020.876
20,2026.221
21,2032.631
22,2038.859
23,2044.261
24,2049.099
25,2053.840
26,2058.940
27,2063.954
28,2068.652
29,2073.080
30,2077.349
31,2081.113
32,2085.979
33,2090.391
34,2094.783
35,2099.099
36,2104.450
37,2108.949
38,2114.155
39,2119.388
40,2124.601
41,2130.607
42,2135.976
43,2141.430
44,2146.526
45,2151.557
46,2156.312
47,2160.595
48,2164.376
49,2168.291
50,2171.279
51,2174.845
52,2178.191
53,2181.370
54,2184.660
55,2188.158
56,2191.265
57,2193.647
58,2196.692
59,2199.348
60,2201.980
61,2204.248
62,2206.843
63,2209.329
64,2212.395
65,2215.168
66,2218.224
67,2221.088
68,2224.509
69,2228.640
70,2232.528
71,2236.634
72,2242.187
73,2247.259
74,2251.961
75,2257.715
76,2263.570
77,2269.739
78,2278.763
79,2289.977
80,2302.423
81,2324.349
82,2376.053
83,2511.820
84,2590.399
85,2683.188
86,2875.346
87,2997.224
88,3072.804
89,3192.509
90,3259.938
91,3415.794
92,3561.781
93,3682.166
94,3817.048
95,4007.647
96,4237.593
97,4525.937
98,4735.914
99,5326.092
