Percentage served,Time in ms
0,76.204
1,273.383
2,372.717
3,402.413
4,416.801
5,422.850
6,430.318
7,433.487
8,436.834
9,439.297
10,440.694
11,442.205
12,443.632
13,445.030
14,446.071
15,447.412
16,448.725
17,449.885
18,451.056
19,451.709
20,452.294
21,452.971
22,453.910
23,454.440
24,455.269
25,455.835
26,456.707
27,457.092
28,457.522
29,457.981
30,458.463
31,458.927
32,459.519
33,460.144
34,460.639
35,461.169
36,461.507
37,461.846
38,462.212
39,462.595
40,462.983
41,463.592
42,463.881
43,464.320
44,464.814
45,465.244
46,465.500
47,465.748
48,466.058
49,466.445
50,466.839
51,467.503
52,467.961
53,468.353
54,468.831
55,469.469
56,469.922
57,470.322
58,470.699
59,471.069
60,471.511
61,471.916
62,472.351
63,472.740
64,473.303
65,473.733
66,474.221
67,474.620
68,475.105
69,475.674
70,476.339
71,476.694
72,477.118
73,477.586
74,478.055
75,478.539
76,478.799
77,479.288
78,479.755
79,480.407
80,480.860
81,481.443
82,482.243
83,483.179
84,484.152
85,485.469
86,486.953
87,488.382
88,489.389
89,490.897
90,492.988
91,494.539
92,496.420
93,500.258
94,503.378
95,511.253
96,519.958
97,527.030
98,560.845
99,652.923
