Percentage served,Time in ms
0,315.395
1,591.121
2,720.077
3,843.053
4,1280.297
5,1794.242
6,1816.405
7,1833.675
8,1853.825
9,1879.494
10,1897.726
11,1907.547
12,1918.542
13,1928.409
14,1937.989
15,1944.436
16,1951.539
17,1958.539
18,1965.811
19,1973.816
20,1982.460
21,1991.902
22,1998.701
23,2007.557
24,2016.414
25,2026.441
26,2034.785
27,2043.647
28,2055.264
29,2066.296
30,2082.588
31,2099.237
32,2118.946
33,2131.025
34,2138.743
35,2147.209
36,2152.962
37,2157.616
38,2161.274
39,2165.571
40,2168.841
41,2173.612
42,2177.081
43,2181.323
44,2185.439
45,2189.043
46,2192.770
47,2196.167
48,2200.198
49,2203.577
50,2207.236
51,2210.503
52,2214.361
53,2217.708
54,2220.882
55,2224.523
56,2228.120
57,2230.726
58,2233.740
59,2236.950
60,2239.779
61,2242.407
62,2245.742
63,2249.187
64,2252.689
65,2255.813
66,2258.529
67,2261.441
68,2265.008
69,2268.130
70,2271.494
71,2274.044
72,2276.921
73,2280.188
74,2283.158
75,2286.366
76,2289.450
77,2292.179
78,2295.357
79,2298.663
80,2302.548
81,2307.448
82,2313.189
83,2323.091
84,2477.383
85,2628.085
86,2707.354
87,2963.229
88,3076.324
89,3233.537
90,3344.953
91,3592.320
92,3807.622
93,3940.475
94,4039.247
95,4176.556
96,4527.475
97,4741.132
98,4937.685
99,5372.790
