Percentage served,Time in ms
0,1600.951
1,2094.836
2,2109.058
3,2117.920
4,2123.466
5,2128.409
6,2132.753
7,2136.658
8,2140.296
9,2144.179
10,2148.188
11,2152.536
12,2157.398
13,2161.474
14,2165.288
15,2168.665
16,2172.719
17,2177.330
18,2182.131
19,2187.369
20,2193.525
21,2199.349
22,2206.269
23,2216.363
24,2228.142
25,2276.819
26,2476.177
27,2494.596
28,2512.008
29,2530.264
30,2552.379
31,2591.811
32,2830.516
33,2861.604
34,2891.172
35,2941.453
36,3115.497
37,3140.627
38,3159.724
39,3175.719
40,3193.730
41,3218.389
42,3259.799
43,3343.404
44,3420.243
45,3473.205
46,3530.195
47,3582.402
48,3694.802
49,3835.748
50,3880.127
51,3908.195
52,3935.535
53,3970.131
54,4021.361
55,4149.782
56,4263.390
57,4350.729
58,4446.495
59,4552.669
60,4620.840
61,4669.246
62,4750.818
63,4865.933
64,4950.982
65,5020.956
66,5106.922
67,5205.872
68,5284.749
69,5361.413
70,5450.286
71,5547.283
72,5636.631
73,5720.254
74,5824.666
75,5939.442
76,6052.889
77,6159.363
78,6264.341
79,6406.917
80,6553.391
81,6716.365
82,6899.160
83,7061.839
84,7290.215
85,7500.923
86,7658.891
87,7863.064
88,8124.995
89,8366.247
90,8623.970
91,8923.612
92,9252.687
93,9659.561
94,10062.327
95,10518.498
96,11120.483
97,11993.863
98,12978.884
99,15108.181
