Percentage served,Time in ms
0,150.351
1,227.964
2,325.451
3,376.265
4,405.624
5,427.344
6,434.953
7,442.173
8,445.721
9,448.032
10,450.398
11,453.010
12,455.114
13,456.229
14,457.423
15,458.696
16,459.898
17,460.847
18,461.470
19,462.225
20,463.100
21,463.852
22,464.248
23,464.643
24,465.615
25,466.113
26,466.401
27,466.829
28,467.355
29,467.633
30,467.934
31,468.169
32,468.512
33,468.787
34,469.081
35,469.415
36,469.647
37,469.940
38,470.203
39,470.349
40,470.649
41,471.006
42,471.326
43,471.647
44,471.905
45,472.095
46,472.354
47,472.617
48,472.942
49,473.147
50,473.410
51,473.624
52,473.875
53,474.101
54,474.324
55,474.476
56,474.718
57,475.007
58,475.419
59,475.767
60,476.091
61,476.384
62,476.581
63,476.903
64,477.175
65,477.473
66,477.761
67,478.217
68,478.541
69,478.877
70,479.242
71,479.580
72,479.995
73,480.467
74,480.992
75,481.397
76,481.801
77,482.307
78,482.679
79,483.357
80,483.782
81,484.364
82,484.831
83,485.303
84,486.043
85,486.827
86,487.419
87,488.285
88,489.502
89,490.508
90,491.191
91,492.235
92,494.103
93,496.152
94,499.322
95,503.618
96,510.716
97,537.304
98,629.974
99,723.303
