Percentage served,Time in ms
0,85.424
1,152.388
2,198.377
3,292.734
4,308.382
5,393.013
6,428.692
7,443.740
8,449.572
9,452.139
10,453.381
11,454.452
12,455.907
13,457.003
14,458.053
15,458.898
16,459.533
17,460.224
18,460.996
19,461.685
20,462.461
21,463.044
22,463.515
23,463.944
24,464.393
25,464.740
26,465.218
27,465.714
28,466.230
29,466.611
30,466.921
31,467.206
32,467.503
33,467.823
34,468.311
35,468.598
36,468.838
37,469.190
38,469.462
39,469.846
40,470.249
41,470.546
42,470.841
43,471.207
44,471.541
45,471.714
46,471.983
47,472.202
48,472.549
49,472.861
50,473.229
51,473.578
52,473.844
53,474.095
54,474.436
55,474.762
56,475.266
57,475.662
58,475.966
59,476.430
60,476.829
61,477.319
62,477.704
63,478.246
64,478.576
65,478.967
66,479.550
67,479.940
68,480.376
69,480.715
70,481.201
71,481.489
72,481.983
73,482.352
74,482.784
75,483.202
76,483.818
77,484.450
78,484.977
79,485.517
80,486.143
81,486.662
82,487.209
83,487.754
84,488.388
85,489.214
86,489.985
87,491.166
88,492.572
89,493.349
90,495.088
91,496.290
92,499.238
93,502.404
94,508.652
95,526.516
96,568.259
97,713.584
98,834.901
99,867.564
