Percentage served,Time in ms
0,156.984
1,230.908
2,318.103
3,401.749
4,423.449
5,436.377
6,448.230
7,451.143
8,453.511
9,454.946
10,456.514
11,458.001
12,459.041
13,459.830
14,461.301
15,462.047
16,462.872
17,463.417
18,463.924
19,464.196
20,464.667
21,465.046
22,465.643
23,465.986
24,466.416
25,466.663
26,467.073
27,467.536
28,467.849
29,468.198
30,468.540
31,468.880
32,469.189
33,469.485
34,469.740
35,470.006
36,470.307
37,470.492
38,470.750
39,471.066
40,471.268
41,471.546
42,471.843
43,472.192
44,472.373
45,472.520
46,472.691
47,472.864
48,473.147
49,473.346
50,473.552
51,473.811
52,474.033
53,474.288
54,474.550
55,474.877
56,475.210
57,475.451
58,475.751
59,476.034
60,476.313
61,476.464
62,476.658
63,476.869
64,477.144
65,477.560
66,477.878
67,478.233
68,478.620
69,479.029
70,479.506
71,479.760
72,480.042
73,480.478
74,480.922
75,481.415
76,481.769
77,482.310
78,482.734
79,483.059
80,483.679
81,484.237
82,484.768
83,485.561
84,486.369
85,487.188
86,487.796
87,488.578
88,489.812
89,490.722
90,491.441
91,492.391
92,493.975
93,495.715
94,497.740
95,504.619
96,520.632
97,568.255
98,626.167
99,678.191
