Percentage served,Time in ms
0,69.342
1,284.760
2,356.248
3,381.435
4,390.806
5,405.140
6,411.622
7,418.018
8,423.038
9,429.784
10,434.218
11,436.605
12,439.813
13,441.406
14,443.027
15,444.746
16,446.420
17,448.076
18,449.304
19,450.359
20,451.457
21,452.393
22,453.293
23,453.794
24,454.755
25,455.391
26,456.049
27,456.856
28,457.382
29,457.949
30,458.433
31,458.979
32,459.482
33,459.886
34,460.340
35,460.682
36,461.065
37,461.480
38,461.978
39,462.427
40,462.884
41,463.615
42,464.092
43,464.354
44,464.970
45,465.220
46,465.640
47,466.070
48,466.596
49,467.133
50,467.481
51,468.108
52,468.568
53,469.363
54,469.780
55,470.331
56,470.707
57,471.214
58,471.658
59,472.367
60,472.928
61,473.652
62,474.140
63,474.638
64,475.003
65,475.578
66,476.209
67,476.786
68,477.143
69,477.853
70,478.587
71,479.262
72,479.851
73,480.734
74,481.448
75,482.169
76,482.669
77,483.227
78,483.717
79,484.478
80,485.061
81,485.524
82,486.244
83,486.958
84,488.121
85,490.118
86,491.185
87,492.867
88,495.076
89,497.097
90,498.898
91,501.683
92,508.016
93,514.012
94,520.735
95,529.636
96,543.879
97,577.272
98,605.913
99,656.732
