Percentage served,Time in ms
0,433.196
1,934.514
2,1346.991
3,1791.387
4,1832.763
5,1866.956
6,1902.718
7,1932.373
8,1958.984
9,1978.964
10,1992.233
11,2003.766
12,2015.986
13,2026.360
14,2033.253
15,2039.287
16,2045.550
17,2050.371
18,2054.981
19,2060.399
20,2065.426
21,2069.559
22,2073.207
23,2077.995
24,2081.697
25,2085.273
26,2090.410
27,2094.878
28,2099.559
29,2104.354
30,2108.766
31,2113.235
32,2117.552
33,2121.370
34,2124.698
35,2128.545
36,2132.218
37,2137.117
38,2141.493
39,2147.277
40,2157.933
41,2168.515
42,2178.471
43,2185.893
44,2192.788
45,2197.732
46,2202.341
47,2206.281
48,2210.557
49,2213.710
50,2217.253
51,2220.317
52,2223.702
53,2226.825
54,2230.275
55,2234.189
56,2237.383
57,2240.488
58,2243.946
59,2246.960
60,2249.391
61,2252.505
62,2255.027
63,2257.534
64,2260.353
65,2262.681
66,2265.399
67,2267.690
68,2270.414
69,2272.864
70,2275.541
71,2278.086
72,2280.592
73,2283.623
74,2286.364
75,2289.834
76,2293.178
77,2296.410
78,2299.174
79,2301.951
80,2305.223
81,2308.577
82,2311.870
83,2315.616
84,2320.881
85,2329.422
86,2504.577
87,2620.365
88,2686.547
89,2949.861
90,3084.382
91,3266.572
92,3444.981
93,3587.656
94,3752.838
95,4046.406
96,4230.097
97,4656.449
98,4921.017
99,5412.557
