Percentage served,Time in ms
0,14.232
1,14.550
2,14.627
3,14.702
4,14.819
5,15.203
6,15.815
7,16.329
8,16.870
9,17.378
10,18.088
11,18.889
12,19.522
13,20.265
14,21.224
15,22.282
16,23.317
17,24.369
18,25.651
19,27.082
20,28.804
21,30.882
22,33.072
23,36.089
24,38.698
25,42.726
26,47.416
27,52.748
28,59.928
29,68.600
30,80.609
31,100.925
32,134.975
33,176.986
34,196.750
35,214.329
36,228.910
37,249.751
38,302.426
39,364.423
40,432.670
41,502.216
42,568.047
43,701.093
44,808.743
45,942.232
46,1011.957
47,1012.945
48,1013.888
49,1014.691
50,1015.462
51,1016.509
52,1017.830
53,1020.184
54,1023.068
55,1026.929
56,1032.779
57,1042.759
58,1066.842
59,1156.998
60,1245.953
61,1484.819
62,1757.915
63,2160.873
64,2569.145
65,3015.921
66,3017.335
67,3018.429
68,3019.346
69,3020.704
70,3023.254
71,3027.749
72,3037.908
73,3072.680
74,3331.561
75,3792.143
76,4864.364
77,7023.725
78,7025.966
79,7028.502
80,7031.630
81,7040.427
82,7069.511
83,7225.700
84,7793.079
85,15038.429
86,15042.850
87,15047.343
88,15057.628
89,15308.088
90,31059.358
91,31072.574
92,31086.433
93,31150.892
94,63118.700
95,63148.430
96,63213.452
97,127213.273
98,127245.227
99,127278.452
