Percentage served,Time in ms
0,14.407
1,14.592
2,14.667
3,14.770
4,15.123
5,15.927
6,16.537
7,17.298
8,18.165
9,19.005
10,19.907
11,20.929
12,22.936
13,24.238
14,26.405
15,28.540
16,30.816
17,34.177
18,37.022
19,38.935
20,41.126
21,43.361
22,45.929
23,48.854
24,53.990
25,64.406
26,85.289
27,96.980
28,106.049
29,112.948
30,119.612
31,132.556
32,141.836
33,150.895
34,158.619
35,165.695
36,170.704
37,178.879
38,185.925
39,189.980
40,191.995
41,194.374
42,196.344
43,197.723
44,198.740
45,199.528
46,200.438
47,201.536
48,202.215
49,203.153
50,204.035
51,204.763
52,205.577
53,206.871
54,207.853
55,208.424
56,209.562
57,210.885
58,211.996
59,213.759
60,215.113
61,220.446
62,228.111
63,236.981
64,245.469
65,252.077
66,258.443
67,262.753
68,266.570
69,270.756
70,274.363
71,280.198
72,294.663
73,311.665
74,323.562
75,342.051
76,353.590
77,360.583
78,364.896
79,367.971
80,373.394
81,384.854
82,1011.663
83,1013.309
84,1014.668
85,1016.981
86,1019.073
87,1027.106
88,1040.408
89,1162.383
90,3018.333
91,3023.195
92,3040.767
93,7019.916
94,7027.076
95,7031.251
96,7035.288
97,7064.071
98,7262.245
99,15372.958
