Percentage served,Time in ms
0,67.303
1,266.498
2,364.709
3,393.445
4,406.832
5,414.805
6,423.977
7,430.748
8,434.124
9,437.604
10,441.199
11,443.118
12,445.336
13,446.817
14,447.864
15,448.906
16,449.780
17,451.077
18,452.005
19,452.902
20,454.150
21,454.577
22,455.273
23,455.726
24,456.411
25,456.923
26,457.206
27,457.549
28,457.926
29,458.264
30,458.696
31,459.106
32,459.530
33,459.879
34,460.381
35,460.722
36,460.987
37,461.321
38,461.559
39,461.913
40,462.240
41,462.652
42,462.968
43,463.286
44,463.560
45,463.886
46,464.161
47,464.532
48,464.708
49,465.040
50,465.318
51,465.662
52,465.965
53,466.347
54,466.715
55,467.108
56,467.508
57,467.942
58,468.458
59,468.880
60,469.217
61,469.639
62,470.069
63,470.619
64,471.103
65,471.635
66,472.308
67,472.660
68,473.350
69,473.827
70,474.064
71,474.531
72,475.034
73,475.690
74,476.466
75,477.328
76,478.123
77,479.406
78,480.205
79,480.849
80,481.829
81,482.381
82,483.504
83,484.633
84,485.846
85,487.600
86,489.228
87,491.495
88,493.424
89,494.629
90,496.242
91,499.627
92,503.584
93,505.353
94,509.299
95,520.091
96,532.668
97,550.910
98,591.525
99,673.384
