Percentage served,Time in ms
0,331.042
1,1550.721
2,2606.268
3,3184.135
4,3803.741
5,3895.942
6,3937.584
7,3978.884
8,4025.462
9,4065.578
10,4088.224
11,4106.912
12,4122.754
13,4138.629
14,4153.197
15,4165.250
16,4178.366
17,4191.069
18,4204.551
19,4215.507
20,4225.841
21,4236.851
22,4246.938
23,4258.977
24,4268.958
25,4277.040
26,4286.912
27,4296.111
28,4305.051
29,4312.735
30,4319.686
31,4326.785
32,4334.280
33,4340.833
34,4346.175
35,4352.140
36,4358.509
37,4364.348
38,4370.941
39,4377.401
40,4384.228
41,4390.965
42,4397.787
43,4403.360
44,4410.146
45,4416.588
46,4423.460
47,4430.389
48,4437.530
49,4445.025
50,4453.456
51,4461.467
52,4469.580
53,4477.406
54,4484.870
55,4491.593
56,4497.583
57,4504.492
58,4511.397
59,4519.411
60,4527.387
61,4535.893
62,4544.052
63,4552.903
64,4562.098
65,4570.647
66,4581.172
67,4591.699
68,4602.645
69,4613.277
70,4625.720
71,4636.471
72,4646.979
73,4658.488
74,4673.104
75,4688.357
76,4705.410
77,4720.704
78,4740.619
79,4769.567
80,4815.280
81,4865.281
82,4900.422
83,4974.433
84,5049.332
85,5101.859
86,5144.204
87,5202.994
88,5252.143
89,5301.885
90,5342.719
91,5379.484
92,5418.178
93,5468.047
94,5538.009
95,5640.333
96,5811.661
97,6140.797
98,6424.537
99,7502.384
