Percentage served,Time in ms
0,313.918
1,1076.740
2,1686.810
3,1736.182
4,1754.003
5,1774.720
6,1792.367
7,1802.844
8,1815.009
9,1825.108
10,1836.015
11,1846.809
12,1855.888
13,1868.180
14,1881.256
15,1896.098
16,1907.125
17,1917.394
18,1928.674
19,1938.134
20,1947.695
21,1957.400
22,1972.348
23,1984.451
24,1993.987
25,2000.349
26,2010.045
27,2016.241
28,2022.435
29,2028.191
30,2032.909
31,2037.934
32,2041.981
33,2047.053
34,2052.611
35,2058.367
36,2064.862
37,2071.839
38,2077.711
39,2084.731
40,2091.561
41,2098.762
42,2105.473
43,2111.261
44,2119.128
45,2127.724
46,2136.250
47,2145.046
48,2152.932
49,2160.096
50,2165.769
51,2171.061
52,2177.231
53,2182.064
54,2186.527
55,2190.953
56,2195.259
57,2199.265
58,2203.294
59,2206.966
60,2210.515
61,2215.133
62,2220.229
63,2225.347
64,2231.093
65,2236.942
66,2242.784
67,2249.111
68,2254.985
69,2261.054
70,2265.602
71,2269.348
72,2273.124
73,2276.857
74,2281.225
75,2285.982
76,2291.242
77,2294.937
78,2300.975
79,2307.438
80,2313.881
81,2332.792
82,2513.962
83,2618.850
84,2676.279
85,2829.487
86,2951.022
87,3031.833
88,3122.795
89,3208.799
90,3278.882
91,3409.695
92,3649.301
93,3873.181
94,4000.362
95,4169.764
96,4437.115
97,4655.183
98,4927.805
99,5444.845
