Percentage served,Time in ms
0,14.422
1,14.663
2,15.225
3,16.162
4,16.823
5,17.214
6,17.781
7,18.391
8,19.163
9,19.879
10,20.548
11,20.849
12,21.128
13,21.488
14,21.962
15,22.621
16,23.288
17,23.817
18,24.821
19,25.679
20,26.640
21,27.522
22,28.530
23,29.263
24,30.038
25,30.975
26,31.692
27,32.596
28,33.927
29,35.211
30,36.368
31,38.360
32,40.814
33,43.411
34,45.433
35,48.932
36,52.858
37,59.094
38,85.927
39,128.441
40,188.846
41,210.137
42,250.456
43,287.627
44,330.039
45,357.536
46,415.379
47,430.838
48,439.898
49,444.915
50,448.579
51,450.722
52,452.563
53,454.134
54,455.827
55,456.928
56,457.935
57,458.634
58,459.604
59,460.481
60,461.071
61,461.797
62,462.470
63,463.019
64,463.734
65,464.537
66,465.496
67,466.173
68,467.077
69,468.123
70,469.255
71,469.989
72,471.138
73,471.729
74,472.877
75,474.016
76,475.982
77,477.744
78,479.150
79,481.156
80,485.504
81,491.692
82,507.458
83,533.659
84,570.327
85,688.011
86,1013.265
87,1015.060
88,1016.716
89,1018.487
90,1020.845
91,1024.412
92,1027.269
93,1031.679
94,1038.503
95,1061.995
96,3022.760
97,3030.738
98,3041.103
99,7037.117
